order_id,customer_id,region,category,order_date,price,quantity,discount,revenue
68,1757,South,electronics,2023-03-10,119.81,8,5,578.67
69,1647, north ,Furniture,2023-03-11,188.12,2,0,703.74
70,1493,North,Electronics,2023-03-12,95.02,8,5,752.91
71,1528,SOUTH,Office Supplies,2023-03-13,94.71,8,10,229.12
72,1958,North,electronics,2023-03-14,131.92,1,10,-129.14
73,1214,West,Furniture,2023-03-15,156.89,2,10,609.87
74,1839, north , Furn. ,2023-03-16,146.83,5,5,689.48
75,1025,West,Furniture,2023-03-17,112.66,1,15,361.1
76,1385,East,Office Supplies,2023-03-18,105.13,2,15,314.61
77,1730,South,Electronics,2023-03-19,178.34,12,0,503.65
78,1947,East,electronics,2023-03-20,95.71,13,0,643.73
79,1958,SOUTH,Furniture,2023-03-21,135.47,4,10,527.66
80,1831,North,electronics,2023-03-22,91.93,9,15,567.93
81,1770, north ,Furniture,2023-03-23,117.88,11,15,437.45
82,1424,West,Office Supplies,2023-03-24,43.17,5,5,539.9
83,1494,East, Furn. ,2023-03-25,113.41,11,5,-45.85
84,1225, north ,electronics,2023-03-26,130.32,6,15,603.11
85,1350,South, Furn. ,2023-03-27,101.75,2,0,533.92
86,1891,SOUTH,electronics,2023-03-28,76.88,7,0,768.08
87,1284,West, Furn. ,2023-03-29,86.35,6,0,470.57
88,1277,North,Furniture,2023-03-30,70.68,7,5,493.99
89,1033,South,electronics,2023-03-31,38.14,12,0,665.57
90,1952,West, Furn. ,2023-04-01,150.74,14,0,4.81
91,1995, north ,Electronics,2023-04-02,61.93,14,5,610.24
92,1801,North,Furniture,2023-04-03,84.2,4,0,228.08
93,1651, north ,electronics,2023-04-04,173.92,12,10,574.16
94,1267,West,Furniture,2023-04-05,143.99,13,5,598.88
95,1859,SOUTH,Furniture,2023-04-06,149.59,8,10,511.13
96,1022,North,Furniture,2023-04-07,111.84,8,10,485.81
97,1232,East,electronics,2023-04-08,111.33,1,15,434.33
98,1299,, Furn. ,2023-04-09,113.44,2,0,314.02
99,1226,West,Office Supplies,2023-04-10,149.71,13,5,467.46
100,1427,West,Electronics,2023-04-11,157.89,10,5,676.87
101,1053,West,Electronics,2023-04-12,101.01,3,5,585.89
102,1337,South,Furniture,2023-04-13,178.23,3,0,252.35
103,1382,,Office Supplies,2023-04-14,81.18,8,15,465.15
104,1987, north ,Furniture,2023-04-15,148.35,7,0,502.92
105,1484,SOUTH,Furniture,2023-04-16,148.27,6,0,165.35
106,1646,North,electronics,2023-04-17,90.81,4,15,558.46
107,1822,North,Electronics,2023-04-18,121.05,5,,442.7
108,1044, north ,Office Supplies,2023-04-19,164.07,12,10,604.96
109,1609,,Electronics,2023-04-20,108.6,1,,646.8
110,1257,,electronics,2023-04-21,163.37,14,15,697.92
111,1708,,Furniture,2023-04-22,140.02,10,10,444.5
112,1202, north ,electronics,2023-04-23,145.03,13,0,329.84
113,1436,South,Electronics,2023-04-24,77.59,2,10,658.62
114,1239,South,Furniture,2023-04-25,133.61,7,15,545.4
115,1861,,Office Supplies,2023-04-26,139.87,5,0,407.6
116,1190,South,Furniture,2023-04-27,117.03,4,15,652.19
117,1251,East, Furn. ,2023-04-28,154.34,9,15,325.17
118,1486,North,Furniture,2023-04-29,138.29,14,0,228.29
119,1614,South, Furn. ,2023-04-30,69.7,4,0,791.49
120,1796,,Electronics,2023-05-01,71.24,2,10,788.49
121,1144,East,Electronics,2023-05-02,111.87,4,,320.37
122,1335,,electronics,2023-05-03,175.19,11,0,577.25
123,1561,West,electronics,2023-05-04,109.78,2,,444.47
124,1167,SOUTH,electronics,2023-05-05,134.69,12,0,216.78
125,1763,East, Furn. ,2023-05-06,171.82,6,0,478.08
126,1745,West,electronics,2023-05-07,179.32,4,5,538.96
127,1591,West,Office Supplies,2023-05-08,101.3,8,0,546.91
128,1586,North, Furn. ,2023-05-09,127.81,6,15,547.5
129,1111,North,electronics,2023-05-10,135.29,8,5,663.02
130,1322,West,Electronics,2023-05-11,136.56,10,0,151.13
131,1804,SOUTH,Furniture,2023-05-12,62.23,10,5,780.52
132,1409,North, Furn. ,2023-05-13,157.45,3,5,190.82
133,1905,North, Furn. ,2023-05-14,138.87,14,5,605.23
134,1869, north ,Office Supplies,2023-05-15,184.89,11,15,590.58
135,1448, north ,Furniture,2023-05-16,87.99,1,15,395.49
136,1838,South,electronics,2023-05-17,,14,15,237.68
137,1093,North,electronics,2023-05-18,135.94,9,0,646.8
138,1321,SOUTH, Furn. ,2023-05-19,146.83,2,,808.79
139,1973,SOUTH,Furniture,2023-05-20,,1,15,829.95
140,1906,South,electronics,2023-05-21,176.79,5,5,492.1
141,1853,North,Office Supplies,2023-05-22,138.17,10,5,439.52
142,1260,South, Furn. ,2023-05-23,160.43,8,15,857.91
143,1186,South,electronics,2023-05-24,116.64,3,0,736.75
144,1786,North, Furn. ,2023-05-25,114.5,1,10,675.48
145,1548,East,electronics,2023-05-26,74.76,12,0,813.4
146,1782,East,Electronics,2023-05-27,110.11,8,10,1107.71
147,1654,East, Furn. ,2023-05-28,54.04,11,10,166.11
148,1640, north ,electronics,2023-05-29,113.83,7,10,170.24
149,1055,North,Electronics,2023-05-30,134.76,10,0,435.06
150,1136, north ,Furniture,2023-05-31,145.82,6,10,616.5
151,1152,SOUTH,electronics,2023-06-01,101.4,2,5,516.9
152,1057,West, Furn. ,2023-06-02,,6,10,697.21
153,1063,South, Furn. ,2023-06-03,35.29,1,15,502.88
154,1672,,Furniture,2023-06-04,120.85,3,0,717.73
155,1065,,Office Supplies,2023-06-05,149.52,11,15,319.38
156,1551,SOUTH,Electronics,2023-06-06,,7,15,344.39
157,1231,South,Electronics,2023-06-07,118.82,5,15,276.32
158,1053,SOUTH,Office Supplies,2023-06-08,150.71,11,10,543.67
159,1657,East,Furniture,2023-06-09,63.22,2,10,637.86
160,1764,South,Office Supplies,2023-06-10,147.06,4,5,514.84
161,1859,West, Furn. ,2023-06-11,107.74,12,15,630.23
162,1808,SOUTH,Furniture,2023-06-12,,7,,542.17
163,1109,South, Furn. ,2023-06-13,192.38,3,,528.72
164,1649,North,Electronics,2023-06-14,126.45,12,0,796.75
165,1604,,Office Supplies,2023-06-15,,4,,579.48
166,1773,,electronics,2023-06-16,151.21,2,,118.28
167,1769,,Office Supplies,2023-06-17,122.66,8,0,550.24
168,1433,East,Office Supplies,2023-06-18,168.12,1,10,694.17
169,1987,, Furn. ,2023-06-19,129.98,9,10,473.21
170,1531,West,Electronics,2023-06-20,106.43,6,0,821.73
171,1839, north ,Office Supplies,2023-06-21,163.18,3,0,576.95
172,1356,North,electronics,2023-06-22,91.45,2,0,475.67
173,1527,,Office Supplies,2023-06-23,126.48,10,10,377.73
174,1112,South,Electronics,2023-06-24,114.88,8,15,635.95
175,1410,North,electronics,2023-06-25,99.94,12,10,167.51
176,1922,West, Furn. ,2023-06-26,126.04,9,10,470.87
177,1608, north , Furn. ,2023-06-27,169.1,11,5,468.86
178,1759,,Office Supplies,2023-06-28,,3,5,662.69
179,1658, north ,Furniture,2023-06-29,77.02,9,10,521.45
180,1334,SOUTH, Furn. ,2023-06-30,151.34,9,5,584.02
181,1104,East,Furniture,2023-07-01,141.93,11,5,819.14
182,1280,,Furniture,2023-07-02,111.21,2,5,445.96
183,1874,West,electronics,2023-07-03,147.85,12,5,468.94
184,1755,West,electronics,2023-07-04,121.25,1,10,652.75
185,1431,SOUTH,Furniture,2023-07-05,123.74,11,15,202.7
186,1442,SOUTH,Office Supplies,2023-07-06,93.91,5,5,542.98
187,1729,West,Furniture,2023-07-07,136.38,5,,509.66
188,1676, north ,Furniture,2023-07-08,155.34,11,0,652.36
189,1039,,Office Supplies,2023-07-09,87.16,9,,-41.02
190,1467, north , Furn. ,2023-07-10,126.05,4,5,275.69
191,1467, north ,Furniture,2023-07-11,175.33,11,10,318.62
192,1057,SOUTH,Office Supplies,2023-07-12,168.09,5,0,686.56
193,1715,North,Office Supplies,2023-07-13,116.8,10,,317.81
194,1983, north ,electronics,2023-07-14,137.9,8,15,1131.92
195,1657,, Furn. ,2023-07-15,99.98,12,0,539.23
196,1835,SOUTH,electronics,2023-07-16,98.12,8,10,262.24
197,1871,,Furniture,2023-07-17,70.47,5,5,594.03
198,1739,SOUTH,Office Supplies,2023-07-18,91.67,6,15,505.76
199,1675,West,Office Supplies,2023-07-19,122.37,3,15,243.43
200,1802,North,Furniture,2023-07-20,141.65,9,0,704.39
201,1671,SOUTH,Office Supplies,2023-07-21,52.85,5,0,991.2
202,1156,South,Furniture,2023-07-22,126.21,7,5,530.35
203,1651,SOUTH,Office Supplies,2023-07-23,88.16,4,0,705.57
204,1119,SOUTH, Furn. ,2023-07-24,94.43,2,0,658.7
205,1478,West,Furniture,2023-07-25,75.8,12,5,430.65
206,1576,South,electronics,2023-07-26,120.53,11,0,621.31
207,1184,West,Office Supplies,2023-07-27,86.9,11,15,800.25
208,1338,North,Electronics,2023-07-28,119.98,9,,309.66
209,1129,North,Office Supplies,2023-07-29,46.12,2,5,547.3
210,1215,,Office Supplies,2023-07-30,155.32,7,15,161.23
211,1505,,electronics,2023-07-31,110.4,6,0,454.38
212,1338,South,Furniture,2023-08-01,151.8,6,10,299.99
213,1567,,electronics,2023-08-02,68.8,9,0,701.73
214,1486,North, Furn. ,2023-08-03,119.22,13,0,855.89
215,1705, north , Furn. ,2023-08-04,138.69,11,15,680.39
216,1103,SOUTH,Furniture,2023-08-05,161.8,14,,172.6
217,1892,East,Furniture,2023-08-06,,13,0,588.73
218,1020,East,electronics,2023-08-07,102.72,10,0,114.06
219,1121,,electronics,2023-08-08,130.73,10,0,472.94
220,1788,West,electronics,2023-08-09,109.22,9,5,542.07
221,1004,West,Electronics,2023-08-10,105.12,11,0,391.09
222,1483,South,Electronics,2023-08-11,188.97,5,0,466.86
223,1792,East,Furniture,2023-08-12,122.76,12,0,824.9
224,1734,North,Electronics,2023-08-13,108.03,1,10,746.06
225,1169,West,electronics,2023-08-14,,10,0,378.95
226,1693,West,Furniture,2023-08-15,,3,15,799.88
227,1394,West,electronics,2023-08-16,184.51,5,15,832.06
228,1720,SOUTH, Furn. ,2023-08-17,93.42,6,,432.2
229,1438, north ,Furniture,2023-08-18,119.06,7,10,465.06
230,1705,East,Electronics,2023-08-19,77.16,6,15,741.14
231,1853,East,Furniture,2023-08-20,78.88,13,0,624.4
232,1547,East,Electronics,2023-08-21,139.72,9,15,494.92
233,1621,East,Electronics,2023-08-22,126.87,11,5,372.12
234,1394,,electronics,2023-08-23,99.33,9,0,59.15
235,1534,,Office Supplies,2023-08-24,140.95,8,10,177.51
236,1717,,Office Supplies,2023-08-25,127.21,6,,632.04
237,1944,North,electronics,2023-08-26,81.53,6,5,769.56
238,1611,East,Electronics,2023-08-27,92.97,6,,661.07
239,1580, north ,Furniture,2023-08-28,107.84,5,15,444.57
240,1863,East,Electronics,2023-08-29,117.05,6,5,588.82
241,1378, north ,electronics,2023-08-30,126.17,8,,575.81
242,1723,North,Electronics,2023-08-31,130.76,5,15,460.93
243,1459,South,Furniture,2023-09-01,121.6,6,15,586.27
244,1963,East,Office Supplies,2023-09-02,144.75,1,,492.63
245,1525,,electronics,2023-09-03,175.06,1,,284.95
246,1605, north ,electronics,2023-09-04,118.45,13,10,519.61
247,1388,West,Furniture,2023-09-05,86.83,8,10,535.27
248,1934,SOUTH,Furniture,2023-09-06,152.76,13,,735.63
249,1910,North,Furniture,2023-09-07,,13,5,867.49
250,1463,West,Office Supplies,2023-09-08,91.68,6,,654.13
251,1184,South,electronics,2023-09-09,78.8,9,10,339.19
252,1026,East,Office Supplies,2023-09-10,169.71,10,5,368.86
253,1924,East,electronics,2023-09-11,132.94,2,5,325.28
254,1263, north ,Furniture,2023-09-12,121.73,6,5,337.4
255,1917,South,Furniture,2023-09-13,124.06,1,5,635.23
256,1349,SOUTH, Furn. ,2023-09-14,136.65,3,5,860.95
257,1418,South,Furniture,2023-09-15,126.38,5,10,463.29
258,1201, north , Furn. ,2023-09-16,127.76,2,5,540.41
259,1627,,Furniture,2023-09-17,65.26,10,15,479.69
260,1738,SOUTH,Electronics,2023-09-18,143.51,9,,477.8
261,1488,North,Furniture,2023-09-19,84.37,14,15,937.06
262,1609,North,Electronics,2023-09-20,127.45,6,10,599.63
263,1849,North,Office Supplies,2023-09-21,148.85,13,0,406.89
264,1506,East,electronics,2023-09-22,140.55,9,0,846.13
265,1249,North,Electronics,2023-09-23,,4,5,144.18
266,1098,North,Furniture,2023-09-24,134.93,5,0,650.42
267,1359, north ,Electronics,2023-09-25,,12,15,515.83
268,1112,West,Electronics,2023-09-26,157.83,2,15,209.5
269,1473,,electronics,2023-09-27,89.54,3,5,542.76
270,1859,SOUTH, Furn. ,2023-09-28,171.49,9,,340.08
271,1371,,Office Supplies,2023-09-29,,7,0,634.43
272,1410,, Furn. ,2023-09-30,100.93,1,10,684.06
273,1647,SOUTH,Electronics,2023-10-01,151.96,6,15,740.5
274,1142,South,electronics,2023-10-02,131.86,7,0,663.62
275,1886,North, Furn. ,2023-10-03,165.73,5,0,390.67
276,1102, north ,Office Supplies,2023-10-04,84.85,2,0,302.97
277,1663,East,Furniture,2023-10-05,41.43,2,10,698.69
278,1151,North,electronics,2023-10-06,,2,10,258.38
279,1089, north , Furn. ,2023-10-07,129.06,5,15,464.39
280,1375,SOUTH,electronics,2023-10-08,145.39,9,5,309.07
281,1524,North, Furn. ,2023-10-09,148.85,7,10,506.89
282,1570,South,Office Supplies,2023-10-10,144.74,8,10,595.44
283,1564,East,Electronics,2023-10-11,100.28,10,5,539.32
284,1753, north ,Electronics,2023-10-12,122.57,9,0,335.92
285,1691,West,Furniture,2023-10-13,144.4,10,5,403.06
286,1486,SOUTH,Office Supplies,2023-10-14,147.87,13,0,779.73
287,1784,West, Furn. ,2023-10-15,57.91,10,5,512.82
288,1636,West, Furn. ,2023-10-16,117.64,2,5,595.1
289,1400,East, Furn. ,2023-10-17,97.08,9,15,471.95
290,1389,,electronics,2023-10-18,91.28,5,0,483.95
291,1090,West,Office Supplies,2023-10-19,14.13,6,5,265.09
292,1932,East,Electronics,2023-10-20,98.91,1,5,559.71
293,1942,East, Furn. ,2023-10-21,,13,15,702.25
294,1475,West,Office Supplies,2023-10-22,92.64,1,15,353.22
295,1419,North,Office Supplies,2023-10-23,69.51,9,5,891.33
296,1411,West,electronics,2023-10-24,77.63,13,15,401.77
297,1371,South,Office Supplies,2023-10-25,152.09,6,0,495.53
298,1351,SOUTH, Furn. ,2023-10-26,139.29,7,10,287.07
299,1186,West,Electronics,2023-10-27,56.32,11,5,444.57
300,1421,SOUTH,Electronics,2023-10-28,155.64,13,0,661.31
301,1015,East,Electronics,2023-10-29,,4,0,427.14
302,1147,, Furn. ,2023-10-30,129.56,4,10,351.28
303,1102, north ,Electronics,2023-10-31,85.65,3,5,505.66
304,1665, north ,Electronics,2023-11-01,103.41,11,15,174.58
305,1643,East,Electronics,2023-11-02,146.53,14,5,491.76
306,1055,South,Furniture,2023-11-03,128.94,7,10,312.3
307,1045,North,Furniture,2023-11-04,130.71,10,15,389.7
308,1908,East,electronics,2023-11-05,101.83,2,15,367.21
309,1496,West,Electronics,2023-11-06,133.09,13,5,351.78
310,1994,South,Office Supplies,2023-11-07,186.54,7,,419.08
311,1126,East,electronics,2023-11-08,137.47,14,15,439.61
312,1446,South,Electronics,2023-11-09,127.36,5,15,320.12
313,1276,South, Furn. ,2023-11-10,126.62,14,5,475.86
314,1376,,Office Supplies,2023-11-11,105.16,4,15,541.3
315,1232,East,electronics,2023-11-12,95.09,11,5,725.95
316,1376, north , Furn. ,2023-11-13,107.41,4,10,714.97
317,1093,, Furn. ,2023-11-14,92.53,14,5,501.29
318,1318,North,Electronics,2023-11-15,67.32,7,15,357.83
319,1069,East, Furn. ,2023-11-16,82.11,6,5,659.26
320,1295,North,Furniture,2023-11-17,188.27,14,5,483.24
321,1903,,Furniture,2023-11-18,105.27,5,15,790.41
322,1473,West,Furniture,2023-11-19,87.26,14,10,808.06
323,1623,South,Furniture,2023-11-20,128.63,12,0,459.04
324,1389,West,Electronics,2023-11-21,146.88,9,5,554.46
325,1733, north , Furn. ,2023-11-22,148.17,5,5,638.52
326,1671,North,Office Supplies,2023-11-23,81.52,1,10,759.2
327,1326,South,Furniture,2023-11-24,158.43,13,0,476.91
328,1765,West, Furn. ,2023-11-25,111.26,14,0,431.85
329,1515,West,electronics,2023-11-26,87.08,9,10,329.33
330,1524,SOUTH,Furniture,2023-11-27,,8,15,564.42
331,1559,South,Furniture,2023-11-28,172.48,13,10,584.45
332,1355,East,electronics,2023-11-29,94.47,2,,458.68
333,1722,South,Furniture,2023-11-30,112.96,1,15,600.63
334,1905,South,Furniture,2023-12-01,42.82,10,10,658.69
335,1682,SOUTH,Furniture,2023-12-02,87.75,10,5,818.11
336,1369,North,electronics,2023-12-03,139.05,4,10,327.27
337,1985,South,Electronics,2023-12-04,,3,10,632.06
338,1011,East,electronics,2023-12-05,139.27,13,10,538.01
339,1500,SOUTH,electronics,2023-12-06,131.76,8,10,411.58
340,1642,East, Furn. ,2023-12-07,113.46,12,0,751.68
341,1793,North,electronics,2023-12-08,95.63,14,5,530.51
342,1760,North, Furn. ,2023-12-09,126.34,6,5,581.3
343,1941,East,Office Supplies,2023-12-10,55.62,14,10,513.42
344,1839,North,electronics,2023-12-11,138.8,1,0,243.13
345,1595,SOUTH,Electronics,2023-12-12,99.92,3,15,592.68
346,1040,SOUTH,electronics,2023-12-13,144.68,8,15,585.13
347,1805,North, Furn. ,2023-12-14,117.14,7,0,712.44
348,1346,North,Electronics,2023-12-15,62.08,8,,291.73
349,1168,SOUTH,electronics,2023-12-16,,5,5,480.81
350,1331, north , Furn. ,2023-12-17,,8,10,528.36
351,1830,West,Electronics,2023-12-18,133.9,12,5,770.2
352,1492, north ,Furniture,2023-12-19,108.43,5,10,54.29
353,1458,,Electronics,2023-12-20,82.62,3,0,612.97
354,1405,East,Office Supplies,2023-12-21,168.89,2,15,246.57
355,1857, north ,Office Supplies,2023-12-22,111.55,11,5,499.86
356,1231,SOUTH, Furn. ,2023-12-23,95.25,10,10,246.41
357,1450,,Furniture,2023-12-24,122.99,14,0,434.55
358,1104,SOUTH,electronics,2023-12-25,127.47,14,0,819.29
359,1382, north , Furn. ,2023-12-26,116.72,1,5,412.65
360,1218,North,electronics,2023-12-27,122.41,5,,767.43
361,1117, north ,Office Supplies,2023-12-28,124.47,3,0,633.86
362,1525,, Furn. ,2023-12-29,118.32,6,0,494.78
363,1335, north , Furn. ,2023-12-30,145.87,2,,386.51
364,1362,East,Furniture,2023-12-31,,12,5,649.31
365,1113,West,Electronics,2024-01-01,144.3,13,0,275.53
366,1147,, Furn. ,2024-01-02,167.48,5,15,874.68
367,1350,North,Furniture,2024-01-03,96.41,8,0,162.47
368,1635,South, Furn. ,2024-01-04,163.89,7,,243.02
369,1980,, Furn. ,2024-01-05,172.67,9,5,437.73
370,1044,East,Furniture,2024-01-06,,3,5,709.76
371,1321, north ,Electronics,2024-01-07,91.15,6,10,38.4
372,1046,South,Furniture,2024-01-08,136.25,12,0,-67.38
373,1582,North, Furn. ,2024-01-09,145.89,9,10,344.08
374,1204, north ,electronics,2024-01-10,120.0,11,0,573.26
375,1893,,Furniture,2024-01-11,111.01,11,,429.77
376,1371,SOUTH, Furn. ,2024-01-12,,14,10,849.24
377,1345,SOUTH,Office Supplies,2024-01-13,93.88,13,0,704.28
378,1138,South,Furniture,2024-01-14,102.43,1,10,610.63
379,1600,South,Electronics,2024-01-15,103.09,3,10,320.56
380,1943,North,Furniture,2024-01-16,99.74,10,10,800.61
381,1993,East,electronics,2024-01-17,94.33,12,15,413.35
382,1559,East,Electronics,2024-01-18,156.7,13,10,595.07
383,1205,West, Furn. ,2024-01-19,113.82,5,15,810.24
384,1049, north ,Electronics,2024-01-20,106.16,2,5,393.85
385,1549,East,Electronics,2024-01-21,142.68,11,5,371.23
386,1497,SOUTH,electronics,2024-01-22,150.37,10,0,530.37
387,1641,North, Furn. ,2024-01-23,113.69,6,0,558.6
388,1947,North,Office Supplies,2024-01-24,155.25,10,0,484.56
389,1095,South,Electronics,2024-01-25,105.93,3,10,690.91
390,1352,West, Furn. ,2024-01-26,54.07,11,10,429.4
391,1758,South, Furn. ,2024-01-27,71.8,5,10,400.85
392,1284, north ,Office Supplies,2024-01-28,111.21,9,15,507.13
393,1828,SOUTH,Office Supplies,2024-01-29,116.0,3,0,651.01
394,1639,North,Furniture,2024-01-30,128.05,2,,833.06
395,1152,East,Furniture,2024-01-31,,14,5,677.3
396,1248, north ,electronics,2024-02-01,107.66,14,5,841.29
397,1808,,Electronics,2024-02-02,131.02,2,10,394.14
398,1884,,Office Supplies,2024-02-03,135.52,1,,376.19
399,1257,SOUTH,Electronics,2024-02-04,91.9,5,15,400.61
400,1285,South,Office Supplies,2024-02-05,102.14,8,10,403.16
401,1273,West,Furniture,2024-02-06,152.73,14,5,763.11
402,1165,North,Office Supplies,2024-02-07,66.48,11,,80.68
403,1871, north ,Office Supplies,2024-02-08,126.68,1,5,830.61
404,1304,West,Electronics,2024-02-09,139.66,13,5,925.96
405,1753,South,Office Supplies,2024-02-10,34.33,2,0,597.17
406,1681,North,electronics,2024-02-11,109.45,6,15,253.94
407,1015,South,Electronics,2024-02-12,145.76,3,,584.52
408,1915,SOUTH,Office Supplies,2024-02-13,166.9,2,15,531.73
409,1229,South, Furn. ,2024-02-14,124.3,3,15,485.83
410,1940, north ,Electronics,2024-02-15,119.6,6,0,358.11
411,1015,SOUTH,Office Supplies,2024-02-16,152.61,5,5,780.19
412,1049, north ,electronics,2024-02-17,,13,,637.02
413,1288, north , Furn. ,2024-02-18,116.68,6,15,522.18
414,1325,West, Furn. ,2024-02-19,190.81,7,15,454.97
415,1005,SOUTH,Furniture,2024-02-20,154.43,10,5,775.28
416,1203,,Electronics,2024-02-21,173.7,2,5,478.06
417,1571,SOUTH,Office Supplies,2024-02-22,136.21,11,,72.51
418,1764,West,electronics,2024-02-23,90.95,9,0,447.27
419,1729,East,Electronics,2024-02-24,87.21,7,15,444.06
420,1816,SOUTH, Furn. ,2024-02-25,114.71,11,0,792.06
421,1738,,Office Supplies,2024-02-26,99.12,9,15,398.08
422,1541,,Office Supplies,2024-02-27,-1.89,9,,168.48
423,1677,,electronics,2024-02-28,136.25,3,5,666.75
424,1390,East,Office Supplies,2024-02-29,154.68,14,0,125.43
425,1373,North,Office Supplies,2024-03-01,87.66,11,15,589.74
426,1297,West,electronics,2024-03-02,81.91,12,,470.62
427,1696,North,Furniture,2024-03-03,82.41,6,5,257.49
428,1018,East, Furn. ,2024-03-04,93.88,4,15,263.96
429,1331,East,Office Supplies,2024-03-05,,4,5,468.17
430,1981,,Office Supplies,2024-03-06,92.51,10,15,588.9
431,1302,West,electronics,2024-03-07,129.71,7,15,287.94
432,1947,South, Furn. ,2024-03-08,160.95,4,10,302.35
433,1072,North,Electronics,2024-03-09,150.36,13,10,409.56
434,1810,West,Electronics,2024-03-10,93.01,2,15,763.98
435,1484,SOUTH,Furniture,2024-03-11,100.27,2,15,610.49
436,1554,SOUTH,Electronics,2024-03-12,89.35,11,0,514.74
437,1868,,Electronics,2024-03-13,143.26,10,15,415.86
438,1056,,Furniture,2024-03-14,123.79,12,0,505.36
439,1836,,Electronics,2024-03-15,74.89,14,15,-111.65
440,1551, north ,Office Supplies,2024-03-16,57.65,9,5,627.57
